Experiment,Trial,Box,Animal,Group,Component Name,Freeze Cnt,Time Freezing,Pct Total Time Freezing,Pct Component Time Freezing,Avg Motion Index,Min Motion Index,Max Motion Index
AGE 10 - RCTAG,G,Chamber4,8487,CAB,7,0,0,0,0,274.73,0,1709
AGE 10 - RCTAG,G,Chamber4,8487,CAB,8,0,0,0,0,245.1,0,1391
AGE 10 - RCTAG,G,Chamber4,8487,CAB,9,0,0,0,0,251.89,0,1229
AGE 10 - RCTAG,G,Chamber4,8487,CAB,10,0,0,0,0,323.98,0,1992
AGE 10 - RCTAG,,Chamber1,8365,CAB,1,0,0,0,0,225.01,0,1316
AGE 10 - RCTAG,,Chamber1,8365,CAB,2,0,0,0,0,370.78,0,1883
AGE 10 - RCTAG,,Chamber1,8365,CAB,3,0,0,0,0,251.12,0,1462
AGE 10 - RCTAG,,Chamber1,8365,CAB,4,0,0,0,0,250.91,0,1856
AGE 10 - RCTAG,,Chamber1,8365,CAB,5,0,0,0,0,234.69,0,1556
AGE 10 - RCTAG,,Chamber1,8365,CAB,6,0,0,0,0,138.21,0,1994
AGE 10 - RCTAG,,Chamber1,8365,CAB,7,2,2.8,0.47,4.67,242.57,0,1705
AGE 10 - RCTAG,,Chamber1,8365,CAB,8,0,0,0,0,269.76,0,1696
AGE 10 - RCTAG,,Chamber1,8365,CAB,9,0,0,0,0,241.49,0,1320
AGE 10 - RCTAG,,Chamber1,8365,CAB,10,0,0,0,0,243.9,0,2008
AGE 10 - RCTAG,,Chamber2,8488,CAB,1,0,0,0,0,466.17,0,2787
AGE 10 - RCTAG,,Chamber2,8488,CAB,2,0,0,0,0,386.68,0,1839
AGE 10 - RCTAG,,Chamber2,8488,CAB,3,0,0,0,0,203.39,0,1650
AGE 10 - RCTAG,,Chamber2,8488,CAB,4,0,0,0,0,288.8,0,1549
AGE 10 - RCTAG,,Chamber2,8488,CAB,5,0,0,0,0,268.2,0,1439
AGE 10 - RCTAG,,Chamber2,8488,CAB,6,0,0,0,0,281.24,0,1537
AGE 10 - RCTAG,,Chamber2,8488,CAB,7,1,1,0.17,1.67,251.94,0,1384
AGE 10 - RCTAG,,Chamber2,8488,CAB,8,1,1.133,0.19,1.89,240.5,0,1592
AGE 10 - RCTAG,,Chamber2,8488,CAB,9,0,0,0,0,253.2,0,1539
AGE 10 - RCTAG,,Chamber2,8488,CAB,10,0,0,0,0,248.54,0,1330
AGE 10 - RCTAG,,Chamber3,8489,CAB,1,0,0,0,0,113.57,0,1072
AGE 10 - RCTAG,,Chamber3,8489,CAB,2,0,0,0,0,129.09,0,1198
AGE 10 - RCTAG,,Chamber3,8489,CAB,3,0,0,0,0,181.58,0,1114
AGE 10 - RCTAG,,Chamber3,8489,CAB,4,0,0,0,0,176.05,0,1828
AGE 10 - RCTAG,,Chamber3,8489,CAB,5,2,5.367,0.89,8.94,124.15,0,1041
AGE 10 - RCTAG,,Chamber3,8489,CAB,6,1,1.5,0.25,2.5,99.09,0,695
AGE 10 - RCTAG,,Chamber3,8489,CAB,7,0,0,0,0,169.96,0,986
AGE 10 - RCTAG,,Chamber3,8489,CAB,8,1,1.533,0.26,2.56,113.79,0,1034
AGE 10 - RCTAG,,Chamber3,8489,CAB,9,1,1.3,0.22,2.17,142.8,0,1548
AGE 10 - RCTAG,,Chamber3,8489,CAB,10,0,0,0,0,98.97,0,900
AGE 10 - RCTAG,,Chamber4,8492,CAB,1,0,0,0,0,275.32,2,1210
AGE 10 - RCTAG,,Chamber4,8492,CAB,2,0,0,0,0,234.88,0,1070
AGE 10 - RCTAG,,Chamber4,8492,CAB,3,0,0,0,0,284.19,0,1694
AGE 10 - RCTAG,,Chamber4,8492,CAB,4,0,0,0,0,219.96,0,1140
AGE 10 - RCTAG,,Chamber4,8492,CAB,5,0,0,0,0,177.82,0,1113
AGE 10 - RCTAG,,Chamber4,8492,CAB,6,0,0,0,0,320.41,0,3406
AGE 10 - RCTAG,,Chamber4,8492,CAB,7,0,0,0,0,188.56,0,1269
AGE 10 - RCTAG,,Chamber4,8492,CAB,8,4,4.267,0.71,7.11,179.29,0,1116
AGE 10 - RCTAG,,Chamber4,8492,CAB,9,0,0,0,0,165.8,0,1229
AGE 10 - RCTAG,,Chamber4,8492,CAB,10,0,0,0,0,271.38,0,1808
AGE 11 - RCFINAL,A,Chamber1,3422,SAA,1,3,25.433,4.24,42.39,75,0,875
AGE 11 - RCFINAL,A,Chamber1,3422,SAA,2,7,19.833,3.31,33.06,116.16,0,995
AGE 11 - RCFINAL,A,Chamber1,3422,SAA,3,4,10.7,1.78,17.83,116.47,0,1164
AGE 11 - RCFINAL,A,Chamber1,3422,SAA,4,8,31.867,5.31,53.11,87.24,0,1253
AGE 11 - RCFINAL,A,Chamber1,3422,SAA,5,6,13.533,2.26,22.56,162.57,0,965
AGE 11 - RCFINAL,A,Chamber1,3422,SAA,6,7,19.933,3.32,33.22,211.52,0,1417
AGE 11 - RCFINAL,A,Chamber1,3422,SAA,7,5,10.033,1.67,16.72,195.36,0,1304
AGE 11 - RCFINAL,A,Chamber1,3422,SAA,8,6,19.3,3.22,32.17,141.91,0,1354
AGE 11 - RCFINAL,A,Chamber1,3422,SAA,9,3,11.067,1.84,18.44,169.46,0,1143
AGE 11 - RCFINAL,A,Chamber1,3422,SAA,10,5,8.7,1.45,14.5,203.83,0,1524
AGE 11 - RCFINAL,A,Chamber2,3427,SAA,1,1,1.067,0.18,1.78,97.11,0,666
AGE 11 - RCFINAL,A,Chamber2,3427,SAA,2,1,1.767,0.29,2.94,88.91,0,936
AGE 11 - RCFINAL,A,Chamber2,3427,SAA,3,4,4.933,0.82,8.22,121.62,0,996
AGE 11 - RCFINAL,A,Chamber2,3427,SAA,4,0,0,0,0,177.37,0,1328
AGE 11 - RCFINAL,A,Chamber2,3427,SAA,5,2,2.133,0.36,3.56,145.55,0,1231
AGE 11 - RCFINAL,A,Chamber2,3427,SAA,6,2,2.367,0.39,3.94,113.32,0,1189
AGE 11 - RCFINAL,A,Chamber2,3427,SAA,7,3,3.333,0.56,5.56,89.12,0,743
AGE 11 - RCFINAL,A,Chamber2,3427,SAA,8,1,1.233,0.21,2.06,167.19,0,815
AGE 11 - RCFINAL,A,Chamber2,3427,SAA,9,0,0,0,0,139.08,0,1178
AGE 11 - RCFINAL,A,Chamber2,3427,SAA,10,0,0,0,0,246.39,0,1769
AGE 11 - RCFINAL,A,Chamber3,3429,SAA,1,5,11.133,1.86,18.56,129.54,0,1069
AGE 11 - RCFINAL,A,Chamber3,3429,SAA,2,7,10.5,1.75,17.5,88.53,0,810
AGE 11 - RCFINAL,A,Chamber3,3429,SAA,3,10,22.933,3.82,38.22,70.25,0,757
AGE 11 - RCFINAL,A,Chamber3,3429,SAA,4,12,30.567,5.09,50.94,56.14,0,762
AGE 11 - RCFINAL,A,Chamber3,3429,SAA,5,8,12.933,2.16,21.56,88.19,0,2010
AGE 11 - RCFINAL,A,Chamber3,3429,SAA,6,12,18.5,3.08,30.83,53.51,0,554
AGE 11 - RCFINAL,A,Chamber3,3429,SAA,7,6,16,2.67,26.67,122.17,0,1000
AGE 11 - RCFINAL,A,Chamber3,3429,SAA,8,11,22.4,3.73,37.33,40.44,0,764
AGE 11 - RCFINAL,A,Chamber3,3429,SAA,9,5,6.067,1.01,10.11,39.04,0,354
AGE 11 - RCFINAL,A,Chamber3,3429,SAA,10,10,22.333,3.72,37.22,76.84,0,923
AGE 11 - RCFINAL,A,Chamber4,3425,SAA,1,0,0,0,0,379.31,0,1733
AGE 11 - RCFINAL,A,Chamber4,3425,SAA,2,6,9.767,1.63,16.28,289.79,0,2305
AGE 11 - RCFINAL,A,Chamber4,3425,SAA,3,2,2.633,0.44,4.39,331.32,0,1681
AGE 11 - RCFINAL,A,Chamber4,3425,SAA,4,2,2.3,0.38,3.83,316.27,0,1866
AGE 11 - RCFINAL,A,Chamber4,3425,SAA,5,0,0,0,0,445.66,0,1801
AGE 11 - RCFINAL,A,Chamber4,3425,SAA,6,2,2.567,0.43,4.28,392.44,0,1538
AGE 11 - RCFINAL,A,Chamber4,3425,SAA,7,4,11.4,1.9,19,283.16,0,1790
AGE 11 - RCFINAL,A,Chamber4,3425,SAA,8,5,10.267,1.71,17.11,225.27,0,1495
AGE 11 - RCFINAL,A,Chamber4,3425,SAA,9,4,7.567,1.26,12.61,200.5,0,1331
AGE 11 - RCFINAL,A,Chamber4,3425,SAA,10,1,1.367,0.23,2.28,279.72,0,1225
AGE 11 - RCFINAL,B,Chamber1,3507,SAA,1,2,2.867,0.48,4.78,85.15,0,752
AGE 11 - RCFINAL,B,Chamber1,3507,SAA,2,2,2.5,0.42,4.17,198.78,0,1349
AGE 11 - RCFINAL,B,Chamber1,3507,SAA,3,2,2.2,0.37,3.67,204.07,0,1320
AGE 11 - RCFINAL,B,Chamber1,3507,SAA,4,3,4.067,0.68,6.78,167.4,0,1312
AGE 11 - RCFINAL,B,Chamber1,3507,SAA,5,7,13.3,2.22,22.17,204.26,0,1366
AGE 11 - RCFINAL,B,Chamber1,3507,SAA,6,3,3.867,0.64,6.44,131.27,0,1054
AGE 11 - RCFINAL,B,Chamber1,3507,SAA,7,15,29.2,4.87,48.67,75.41,0,1063
AGE 11 - RCFINAL,B,Chamber1,3507,SAA,8,11,19.3,3.22,32.17,64.77,0,773
AGE 11 - RCFINAL,B,Chamber1,3507,SAA,9,5,10,1.67,16.67,72.91,0,962
AGE 11 - RCFINAL,B,Chamber1,3507,SAA,10,5,9.8,1.63,16.33,148.35,0,1282
AGE 11 - RCFINAL,B,Chamber2,3508,SAA,1,0,0,0,0,269.61,0,1860
AGE 11 - RCFINAL,B,Chamber2,3508,SAA,2,1,1.333,0.22,2.22,172.12,0,1216
AGE 11 - RCFINAL,B,Chamber2,3508,SAA,3,9,18.767,3.13,31.28,187.14,0,1320
AGE 11 - RCFINAL,B,Chamber2,3508,SAA,4,9,25.533,4.26,42.56,109.25,0,1364
AGE 11 - RCFINAL,B,Chamber2,3508,SAA,5,6,7.1,1.18,11.83,247.68,0,1625
AGE 11 - RCFINAL,B,Chamber2,3508,SAA,6,3,3.467,0.58,5.78,170.23,0,1252
AGE 11 - RCFINAL,B,Chamber2,3508,SAA,7,9,19.567,3.26,32.61,67.4,0,1276
AGE 11 - RCFINAL,B,Chamber2,3508,SAA,8,7,17.233,2.87,28.72,120.18,0,979
AGE 11 - RCFINAL,B,Chamber2,3508,SAA,9,8,23.7,3.95,39.5,133.82,0,1233
AGE 11 - RCFINAL,B,Chamber2,3508,SAA,10,5,13.333,2.22,22.22,200.91,0,1639
AGE 11 - RCFINAL,B,Chamber3,3595,SAA,1,0,0,0,0,201.28,0,5479
AGE 11 - RCFINAL,B,Chamber3,3595,SAA,2,2,3.2,0.53,5.33,123.84,0,864
AGE 11 - RCFINAL,B,Chamber3,3595,SAA,3,1,1.033,0.17,1.72,159.14,0,4584
AGE 11 - RCFINAL,B,Chamber3,3595,SAA,4,13,20.667,3.44,34.44,85.7,0,5458
AGE 11 - RCFINAL,B,Chamber3,3595,SAA,5,3,3.767,0.63,6.28,129.24,0,9017
AGE 11 - RCFINAL,B,Chamber3,3595,SAA,6,3,3.567,0.59,5.94,94.66,0,6031
AGE 11 - RCFINAL,B,Chamber3,3595,SAA,7,7,11.9,1.98,19.83,75.25,0,1962
AGE 11 - RCFINAL,B,Chamber3,3595,SAA,8,1,1.133,0.19,1.89,117.73,0,3810
AGE 11 - RCFINAL,B,Chamber3,3595,SAA,9,2,2.4,0.4,4,143.06,0,7312
AGE 11 - RCFINAL,B,Chamber3,3595,SAA,10,3,5.433,0.91,9.06,86.78,0,676
AGE 11 - RCFINAL,B,Chamber4,3426,SAA,1,0,0,0,0,446.28,4,1604
AGE 11 - RCFINAL,B,Chamber4,3426,SAA,2,0,0,0,0,399.87,0,2531
AGE 11 - RCFINAL,B,Chamber4,3426,SAA,3,0,0,0,0,288.09,0,1517
AGE 11 - RCFINAL,B,Chamber4,3426,SAA,4,0,0,0,0,328.39,0,1618
AGE 11 - RCFINAL,B,Chamber4,3426,SAA,5,1,1.933,0.32,3.22,120.12,0,907
AGE 11 - RCFINAL,B,Chamber4,3426,SAA,6,2,2.533,0.42,4.22,103.42,0,705
AGE 11 - RCFINAL,B,Chamber4,3426,SAA,7,1,1.033,0.17,1.72,68.9,0,473
AGE 11 - RCFINAL,B,Chamber4,3426,SAA,8,0,0,0,0,90.48,0,474
AGE 11 - RCFINAL,B,Chamber4,3426,SAA,9,0,0,0,0,300.72,0,1872
AGE 11 - RCFINAL,B,Chamber4,3426,SAA,10,0,0,0,0,202.41,0,868
AGE 11 - RCFINAL,C,Chamber1,3597,SAB,1,4,6.633,1.11,11.06,266.47,0,1574
AGE 11 - RCFINAL,C,Chamber1,3597,SAB,2,4,4.9,0.82,8.17,265.3,0,1589
AGE 11 - RCFINAL,C,Chamber1,3597,SAB,3,2,2.233,0.37,3.72,295,0,1847
AGE 11 - RCFINAL,C,Chamber1,3597,SAB,4,4,4.367,0.73,7.28,317,0,1769
AGE 11 - RCFINAL,C,Chamber1,3597,SAB,5,1,1.5,0.25,2.5,354.1,0,1914
AGE 11 - RCFINAL,C,Chamber1,3597,SAB,6,2,2.3,0.38,3.83,374.25,0,2611
AGE 11 - RCFINAL,C,Chamber1,3597,SAB,7,2,5.067,0.84,8.44,299.51,0,1875
AGE 11 - RCFINAL,C,Chamber1,3597,SAB,8,1,1.6,0.27,2.67,245.66,0,1697
AGE 11 - RCFINAL,C,Chamber1,3597,SAB,9,6,9.067,1.51,15.11,186.81,0,1435
AGE 11 - RCFINAL,C,Chamber1,3597,SAB,10,3,4.2,0.7,7,104.08,0,1482
AGE 11 - RCFINAL,C,Chamber2,3603,SAB,1,3,4.6,0.77,7.67,231.37,0,2245
AGE 11 - RCFINAL,C,Chamber2,3603,SAB,2,4,5.467,0.91,9.11,204.42,0,2297
AGE 11 - RCFINAL,C,Chamber2,3603,SAB,3,1,1.733,0.29,2.89,277.91,0,1973
AGE 11 - RCFINAL,C,Chamber2,3603,SAB,4,2,2,0.33,3.33,357.07,0,2542
AGE 11 - RCFINAL,C,Chamber2,3603,SAB,5,6,10.8,1.8,18,245.69,0,2053
AGE 11 - RCFINAL,C,Chamber2,3603,SAB,6,4,4.867,0.81,8.11,291.48,0,1614
AGE 11 - RCFINAL,C,Chamber2,3603,SAB,7,2,2.2,0.37,3.67,312.69,0,1674
AGE 11 - RCFINAL,C,Chamber2,3603,SAB,8,2,2.633,0.44,4.39,250.25,0,1318
AGE 11 - RCFINAL,C,Chamber2,3603,SAB,9,2,4.3,0.72,7.17,308.11,0,2106
AGE 11 - RCFINAL,C,Chamber2,3603,SAB,10,3,4.633,0.77,7.72,179.21,0,1419
AGE 11 - RCFINAL,C,Chamber3,3604,SAB,1,1,1.033,0.17,1.72,264.57,0,1051
AGE 11 - RCFINAL,C,Chamber3,3604,SAB,2,1,1.967,0.33,3.28,191.17,0,1498
AGE 11 - RCFINAL,C,Chamber3,3604,SAB,3,5,6.433,1.07,10.72,158.09,0,1300
AGE 11 - RCFINAL,C,Chamber3,3604,SAB,4,6,8.667,1.44,14.44,124.44,0,847
AGE 11 - RCFINAL,C,Chamber3,3604,SAB,5,3,5.333,0.89,8.89,136.8,0,964
AGE 11 - RCFINAL,C,Chamber3,3604,SAB,6,8,15.633,2.61,26.06,56.07,0,775
AGE 11 - RCFINAL,C,Chamber3,3604,SAB,7,10,29.033,4.84,48.39,52.85,0,789
AGE 11 - RCFINAL,C,Chamber3,3604,SAB,8,6,7.333,1.22,12.22,84.98,0,940
AGE 11 - RCFINAL,C,Chamber3,3604,SAB,9,6,9.5,1.58,15.83,68.27,0,668
AGE 11 - RCFINAL,C,Chamber3,3604,SAB,10,3,8.4,1.4,14,90.97,0,834
AGE 11 - RCFINAL,C,Chamber4,3431,SAB,1,0,0,0,0,223.24,1,1251
AGE 11 - RCFINAL,C,Chamber4,3431,SAB,2,0,0,0,0,100.87,0,1111
AGE 11 - RCFINAL,C,Chamber4,3431,SAB,3,0,0,0,0,241.3,0,1480
AGE 11 - RCFINAL,C,Chamber4,3431,SAB,4,0,0,0,0,229.97,0,1968
AGE 11 - RCFINAL,C,Chamber4,3431,SAB,5,0,0,0,0,173.25,0,1910
AGE 11 - RCFINAL,C,Chamber4,3431,SAB,6,0,0,0,0,169.98,0,1432
AGE 11 - RCFINAL,C,Chamber4,3431,SAB,7,0,0,0,0,192.83,0,2187
AGE 11 - RCFINAL,C,Chamber4,3431,SAB,8,0,0,0,0,218.94,0,1063
AGE 11 - RCFINAL,C,Chamber4,3431,SAB,9,1,1.533,0.26,2.56,184.76,0,1183
AGE 11 - RCFINAL,C,Chamber4,3431,SAB,10,0,0,0,0,329.18,0,1796
AGE 11 - RCFINAL,D,Chamber1,3307,SAB,1,0,0,0,0,603.6,0,2141
AGE 11 - RCFINAL,D,Chamber1,3307,SAB,2,0,0,0,0,520.36,0,2122
AGE 11 - RCFINAL,D,Chamber1,3307,SAB,3,0,0,0,0,387.04,0,1745
AGE 11 - RCFINAL,D,Chamber1,3307,SAB,4,2,2.533,0.42,4.22,430.86,0,2166
AGE 11 - RCFINAL,D,Chamber1,3307,SAB,5,0,0,0,0,406.75,0,1539
AGE 11 - RCFINAL,D,Chamber1,3307,SAB,6,2,2.333,0.39,3.89,382.51,0,1770
AGE 11 - RCFINAL,D,Chamber1,3307,SAB,7,1,1.633,0.27,2.72,327.19,0,1594
AGE 11 - RCFINAL,D,Chamber1,3307,SAB,8,4,9.6,1.6,16,256.04,0,1954
AGE 11 - RCFINAL,D,Chamber1,3307,SAB,9,3,3.367,0.56,5.61,244.06,0,1536
AGE 11 - RCFINAL,D,Chamber1,3307,SAB,10,3,3.867,0.64,6.44,320.13,0,2091
AGE 11 - RCFINAL,D,Chamber2,3308,SAB,1,0,0,0,0,473,0,2167
AGE 11 - RCFINAL,D,Chamber2,3308,SAB,2,1,1.433,0.24,2.39,432.12,0,1982
AGE 11 - RCFINAL,D,Chamber2,3308,SAB,3,0,0,0,0,434.9,0,2697
AGE 11 - RCFINAL,D,Chamber2,3308,SAB,4,4,5.433,0.91,9.06,308.96,0,1839
AGE 11 - RCFINAL,D,Chamber2,3308,SAB,5,1,1.2,0.2,2,307.25,0,2069
AGE 11 - RCFINAL,D,Chamber2,3308,SAB,6,1,1.1,0.18,1.83,357.79,0,1919
AGE 11 - RCFINAL,D,Chamber2,3308,SAB,7,0,0,0,0,299.98,0,2720
AGE 11 - RCFINAL,D,Chamber2,3308,SAB,8,0,0,0,0,365.82,0,2322
AGE 11 - RCFINAL,D,Chamber2,3308,SAB,9,0,0,0,0,426.64,0,2549
AGE 11 - RCFINAL,D,Chamber2,3308,SAB,10,3,6.367,1.06,10.61,237.36,0,1935
AGE 11 - RCFINAL,D,Chamber3,3531,SAB,1,1,1.033,0.17,1.72,171.04,0,1044
AGE 11 - RCFINAL,D,Chamber3,3531,SAB,2,3,3.767,0.63,6.28,160.8,0,1021
AGE 11 - RCFINAL,D,Chamber3,3531,SAB,3,2,3.133,0.52,5.22,165.57,0,1245
AGE 11 - RCFINAL,D,Chamber3,3531,SAB,4,1,1.4,0.23,2.33,169.62,0,1397
AGE 11 - RCFINAL,D,Chamber3,3531,SAB,5,1,1.167,0.19,1.94,177.97,0,1094
AGE 11 - RCFINAL,D,Chamber3,3531,SAB,6,1,1.133,0.19,1.89,141.7,0,1050
AGE 11 - RCFINAL,D,Chamber3,3531,SAB,7,1,1.067,0.18,1.78,165.22,0,1500
AGE 11 - RCFINAL,D,Chamber3,3531,SAB,8,1,1.033,0.17,1.72,159.95,0,1418
AGE 11 - RCFINAL,D,Chamber3,3531,SAB,9,1,1.1,0.18,1.83,179.39,0,1021
AGE 11 - RCFINAL,D,Chamber3,3531,SAB,10,2,3.633,0.61,6.06,125.57,0,854
AGE 11 - RCFINAL,D,Chamber4,3433,SAB,1,0,0,0,0,349.75,0,1736
AGE 11 - RCFINAL,D,Chamber4,3433,SAB,2,3,4.033,0.67,6.72,131.52,0,1374
AGE 11 - RCFINAL,D,Chamber4,3433,SAB,3,2,6.6,1.1,11,238.88,0,1765
AGE 11 - RCFINAL,D,Chamber4,3433,SAB,4,4,9.267,1.54,15.44,166.18,0,1162
AGE 11 - RCFINAL,D,Chamber4,3433,SAB,5,2,2.133,0.36,3.56,226.26,0,1435
AGE 11 - RCFINAL,D,Chamber4,3433,SAB,6,1,1.3,0.22,2.17,192.69,0,1115
AGE 11 - RCFINAL,D,Chamber4,3433,SAB,7,4,5.033,0.84,8.39,147.87,0,1250
AGE 11 - RCFINAL,D,Chamber4,3433,SAB,8,0,0,0,0,213.05,0,1496
AGE 11 - RCFINAL,D,Chamber4,3433,SAB,9,2,2.4,0.4,4,162.17,0,1330
AGE 11 - RCFINAL,D,Chamber4,3433,SAB,10,0,0,0,0,273.63,0,1450
AGE 11 - RCFINAL,E,Chamber1,3539,CAA,1,1,1.233,0.21,2.06,385.04,0,1910
AGE 11 - RCFINAL,E,Chamber1,3539,CAA,2,2,2.733,0.46,4.56,313.84,0,1689
AGE 11 - RCFINAL,E,Chamber1,3539,CAA,3,0,0,0,0,242.84,0,1743
AGE 11 - RCFINAL,E,Chamber1,3539,CAA,4,1,1.667,0.28,2.78,254.81,0,1368
AGE 11 - RCFINAL,E,Chamber1,3539,CAA,5,0,0,0,0,234.04,0,1823
AGE 11 - RCFINAL,E,Chamber1,3539,CAA,6,4,6.4,1.07,10.67,180.74,0,928
AGE 11 - RCFINAL,E,Chamber1,3539,CAA,7,7,13.1,2.18,21.83,106.89,0,1117
AGE 11 - RCFINAL,E,Chamber1,3539,CAA,8,4,5.3,0.88,8.83,172.17,0,1331
AGE 11 - RCFINAL,E,Chamber1,3539,CAA,9,2,2.867,0.48,4.78,124.51,0,1454
AGE 11 - RCFINAL,E,Chamber1,3539,CAA,10,8,15.867,2.64,26.44,36.4,0,311
AGE 11 - RCFINAL,E,Chamber2,3540,CAA,1,0,0,0,0,213.16,0,1393
AGE 11 - RCFINAL,E,Chamber2,3540,CAA,2,0,0,0,0,239.12,0,2093
AGE 11 - RCFINAL,E,Chamber2,3540,CAA,3,0,0,0,0,242.99,0,1524
AGE 11 - RCFINAL,E,Chamber2,3540,CAA,4,0,0,0,0,284.73,0,1375
AGE 11 - RCFINAL,E,Chamber2,3540,CAA,5,0,0,0,0,223.6,0,1695
AGE 11 - RCFINAL,E,Chamber2,3540,CAA,6,1,1.1,0.18,1.83,354.19,0,1985
AGE 11 - RCFINAL,E,Chamber2,3540,CAA,7,1,1.133,0.19,1.89,154.7,0,1033
AGE 11 - RCFINAL,E,Chamber2,3540,CAA,8,1,1.2,0.2,2,193.01,0,1486
AGE 11 - RCFINAL,E,Chamber2,3540,CAA,9,0,0,0,0,323.37,0,1899
AGE 11 - RCFINAL,E,Chamber2,3540,CAA,10,0,0,0,0,284.72,0,1559
AGE 11 - RCFINAL,E,Chamber3,3541,CAA,1,9,10.833,1.81,18.06,56.61,0,762
AGE 11 - RCFINAL,E,Chamber3,3541,CAA,2,13,19.767,3.29,32.94,57.37,0,863
AGE 11 - RCFINAL,E,Chamber3,3541,CAA,3,5,8.533,1.42,14.22,74.93,0,676
AGE 11 - RCFINAL,E,Chamber3,3541,CAA,4,14,21.2,3.53,35.33,51.02,0,678
AGE 11 - RCFINAL,E,Chamber3,3541,CAA,5,6,8.433,1.41,14.06,95.05,0,863
AGE 11 - RCFINAL,E,Chamber3,3541,CAA,6,8,16.667,2.78,27.78,70.89,0,1087
AGE 11 - RCFINAL,E,Chamber3,3541,CAA,7,12,18.8,3.13,31.33,48.48,0,602
AGE 11 - RCFINAL,E,Chamber3,3541,CAA,8,17,25.867,4.31,43.11,37.69,0,497
AGE 11 - RCFINAL,E,Chamber3,3541,CAA,9,9,12.367,2.06,20.61,51.8,0,846
AGE 11 - RCFINAL,E,Chamber3,3541,CAA,10,5,5.5,0.92,9.17,35.28,0,564
AGE 11 - RCFINAL,E,Chamber4,3602,CAA,1,0,0,0,0,318.35,0,1453
AGE 11 - RCFINAL,E,Chamber4,3602,CAA,2,0,0,0,0,286.52,0,1279
AGE 11 - RCFINAL,E,Chamber4,3602,CAA,3,0,0,0,0,320.41,0,1579
AGE 11 - RCFINAL,E,Chamber4,3602,CAA,4,0,0,0,0,333.69,0,1437
AGE 11 - RCFINAL,E,Chamber4,3602,CAA,5,0,0,0,0,421.24,0,2086
AGE 11 - RCFINAL,E,Chamber4,3602,CAA,6,0,0,0,0,368.17,0,2201
AGE 11 - RCFINAL,E,Chamber4,3602,CAA,7,0,0,0,0,352.67,0,1351
AGE 11 - RCFINAL,E,Chamber4,3602,CAA,8,0,0,0,0,351.97,0,1299
AGE 11 - RCFINAL,E,Chamber4,3602,CAA,9,0,0,0,0,391.31,0,1657
AGE 11 - RCFINAL,E,Chamber4,3602,CAA,10,0,0,0,0,356.45,0,1530
AGE 11 - RCFINAL,F,Chamber1,3542,CAA,1,0,0,0,0,493.09,0,1836
AGE 11 - RCFINAL,F,Chamber1,3542,CAA,2,0,0,0,0,457.57,0,1991
AGE 11 - RCFINAL,F,Chamber1,3542,CAA,3,0,0,0,0,382.54,0,2139
AGE 11 - RCFINAL,F,Chamber1,3542,CAA,4,1,1.067,0.18,1.78,406.49,0,1835
AGE 11 - RCFINAL,F,Chamber1,3542,CAA,5,1,1.233,0.21,2.06,190.54,0,1235
AGE 11 - RCFINAL,F,Chamber1,3542,CAA,6,1,1.067,0.18,1.78,341.57,0,1609
AGE 11 - RCFINAL,F,Chamber1,3542,CAA,7,1,1.533,0.26,2.56,320.5,0,1742
AGE 11 - RCFINAL,F,Chamber1,3542,CAA,8,0,0,0,0,293.58,0,1621
AGE 11 - RCFINAL,F,Chamber1,3542,CAA,9,0,0,0,0,312.54,0,1508
AGE 11 - RCFINAL,F,Chamber1,3542,CAA,10,3,4.4,0.73,7.33,264,0,1525
AGE 11 - RCFINAL,F,Chamber2,3606,CAA,1,1,1.133,0.19,1.89,466.88,0,2073
AGE 11 - RCFINAL,F,Chamber2,3606,CAA,2,0,0,0,0,396.83,0,2075
AGE 11 - RCFINAL,F,Chamber2,3606,CAA,3,2,2.7,0.45,4.5,321.52,0,1533
AGE 11 - RCFINAL,F,Chamber2,3606,CAA,4,1,1.167,0.19,1.94,286.94,0,1435
AGE 11 - RCFINAL,F,Chamber2,3606,CAA,5,7,11.433,1.91,19.06,150.48,0,1193
AGE 11 - RCFINAL,F,Chamber2,3606,CAA,6,3,4.333,0.72,7.22,265.51,0,1513
AGE 11 - RCFINAL,F,Chamber2,3606,CAA,7,0,0,0,0,325.08,0,1939
AGE 11 - RCFINAL,F,Chamber2,3606,CAA,8,0,0,0,0,348.91,0,1683
AGE 11 - RCFINAL,F,Chamber2,3606,CAA,9,1,1.433,0.24,2.39,378.82,0,1764
AGE 11 - RCFINAL,F,Chamber2,3606,CAA,10,0,0,0,0,250.9,0,1669
AGE 11 - RCFINAL,F,Chamber3,3661,CAA,1,7,9.267,1.54,15.44,48.24,0,679
AGE 11 - RCFINAL,F,Chamber3,3661,CAA,2,3,3.433,0.57,5.72,148.03,0,882
AGE 11 - RCFINAL,F,Chamber3,3661,CAA,3,2,3,0.5,5,88.12,0,1074
AGE 11 - RCFINAL,F,Chamber3,3661,CAA,4,4,5.933,0.99,9.89,115.26,0,1092
AGE 11 - RCFINAL,F,Chamber3,3661,CAA,5,3,4.7,0.78,7.83,114.67,0,736
AGE 11 - RCFINAL,F,Chamber3,3661,CAA,6,6,7.833,1.31,13.06,113.56,0,1042
AGE 11 - RCFINAL,F,Chamber3,3661,CAA,7,13,15.867,2.64,26.44,59.39,0,798
AGE 11 - RCFINAL,F,Chamber3,3661,CAA,8,0,0,0,0,144.67,0,917
